_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
1353,2999,BE-02706,539,Parliament St,Parliament St,East,Winchester St,North,16524,13,Cabbagetown,Mini,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3686002726523, 43.6660759854837]]}"
1354,3000,BE-02707,282,Parliament St,Parliament St,West,Coatsworth St,South,16525,13,None,Mini,Existing,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3657695176462, 43.6586231055585]]}"
1355,3001,BE-02650,621,Sheppard Ave E,Sheppard Ave E,South,Greenbriar Rd,West,16268,17,None,Mini,Existing,B1716268,,"{'type': 'MultiPoint', 'coordinates': [[-79.380925283561, 43.7681463195009]]}"
1356,3002,BE-02649,1227,Yonge St,Yonge St,East,Woodlawn Ave E,South,16272,11,Rosedale Main Street,Standard,Existing,B1216272,,"{'type': 'MultiPoint', 'coordinates': [[-79.3920892691883, 43.6834488381461]]}"
1357,3003,BE-02647,1343,Yonge St,Yonge St,East,Rosehill Ave,South,16270,12,Yonge & St. Clair,Standard,Existing,B1216270,,"{'type': 'MultiPoint', 'coordinates': [[-79.3930220599244, 43.6857403223797]]}"
1358,3004,BE-02685,3570,Lawrence Ave E,Lawrence Ave E,North,Markham Rd,East,16449,24,None,Standard,Existing,B2416449,,"{'type': 'MultiPoint', 'coordinates': [[-79.2248429006703, 43.7600677247276]]}"
1359,3079,BE-00556,2115,Finch Ave W,Finch Ave W,South,Oakdale Rd,West,01779,07,None,Standard,Temporarily Removed,B0701779,,"{'type': 'MultiPoint', 'coordinates': [[-79.524681049611, 43.7556934673522]]}"
1360,3080,BE-00568,2076,Queen St E,Queen St E,North,Hambly Ave,East,06852,19,The Beach,Mini,Existing,B3206852,,"{'type': 'MultiPoint', 'coordinates': [[-79.2966545615403, 43.6708504189385]]}"
1361,3081,BE-00579,1862,Eglinton Ave W,Shortt St,East,Eglinton Ave W,North,07106,08,Fairbank Village,Standard,Existing,B157106C,,"{'type': 'MultiPoint', 'coordinates': [[-79.4515948775861, 43.6956699654621]]}"
1362,3082,BE-00216,2027,Avenue Rd,Avenue Rd,East,Dunblaine Ave,South,01848,08,None,Standard,Existing,B1601848,,"{'type': 'MultiPoint', 'coordinates': [[-79.4199291156281, 43.7357747178547]]}"
1363,3083,BE-01247,1601,Bayview Ave,Bayview Ave,East,Fleming Cres,South,08707,15,Bayview Leaside,Mini,Existing,B2608707A,,"{'type': 'MultiPoint', 'coordinates': [[-79.3752731029414, 43.7062806729302]]}"
1364,3084,BE-01261,128,Windermere Ave,Windermere Ave,West,Windermere Ave,North,08035,04,None,Standard,Existing,B1308035,,"{'type': 'MultiPoint', 'coordinates': [[-79.4739505115702, 43.6406511874535]]}"
1365,3085,BE-01273,640,Bloor St W,Bloor St W,North,Euclid Ave,West,08753,11,Korea Town,Mini,Existing,B2008753,,"{'type': 'MultiPoint', 'coordinates': [[-79.415015859286, 43.6643679315313]]}"
1366,3086,BE-01289,719,Bloor St W,Bloor St W,South,Grace St,East,09059,11,Korea Town,Mini,Existing,B1909059,,"{'type': 'MultiPoint', 'coordinates': [[-79.4180329141174, 43.663574083247]]}"
1367,3089,BE-01625,755,Passmore Ave,Markham Rd,East,Passmore Ave,South,10931,23,None,Mini,Existing,B4210931,,"{'type': 'MultiPoint', 'coordinates': [[-79.2503820286828, 43.8303431949977]]}"
1368,3090,BE-01104,1100,Millwood Rd,Millwood Rd,North,Overlea Blvd,West,07761,15,None,Standard,Existing,B2607761,,"{'type': 'MultiPoint', 'coordinates': [[-79.3531940436301, 43.7021284081926]]}"
1369,3091,BE-01116,48,Thorncliffe Park Dr,Thorncliffe Park Dr,North,Overlea Blvd,East,07817,15,None,Standard,Existing,B2607817,,"{'type': 'MultiPoint', 'coordinates': [[-79.3423408894376, 43.7028530939146]]}"
1370,3093,BE-01141,None,None,Marcos Blvd,East,Lawrence Ave E,South,07891,21,None,Mini,Existing,B3707891,,"{'type': 'MultiPoint', 'coordinates': [[-79.2582537687371, 43.7524697510948]]}"
1371,3094,BE-01662,446,Huntingwood Dr,Huntingwood Dr,North,Kilkenny Dr,East,10917,22,None,Mini,Existing,B4010917,,"{'type': 'MultiPoint', 'coordinates': [[-79.3171777840884, 43.7837031313206]]}"
1372,3095,BE-01159,569,Danforth Ave,Danforth Ave,South,Carlaw Ave,East,08000,14,Greektown on the Danforth,Mini,Existing,B308000A,,"{'type': 'MultiPoint', 'coordinates': [[-79.3469305400987, 43.6784322627905]]}"
1373,3096,BE-01937,None,None,Pharmacy Ave,East,Beverly Glen Blvd,South,13131,22,None,Mini,Existing,B3913131,,"{'type': 'MultiPoint', 'coordinates': [[-79.3295170427471, 43.8017248230832]]}"
1374,3097,BE-01918,563,Brimley Rd,Brimley Rd,East,Strode Dr,South,12976,21,None,Mini,Existing,B3812976,,"{'type': 'MultiPoint', 'coordinates': [[-79.2493965151446, 43.7394290881908]]}"
1375,3098,BE-01803,3967,Lawrence Ave E,Lawrence Ave E,South,Orton Park Rd,East,12624,24,None,Mini,Existing,B4312624,,"{'type': 'MultiPoint', 'coordinates': [[-79.2037511809198, 43.764336342453]]}"
1376,3099,BE-01928,1059,Gerrard St E,Gerrard St E,South,Jones Ave,West,13125,14,None,Mini,Existing,B3013125,,"{'type': 'MultiPoint', 'coordinates': [[-79.3358378862931, 43.6690986205993]]}"
1377,3100,BE-01804,5184,Yonge St,Yonge St,West,Park Home Ave,North,12625,18,Willowdale,Mini,Temporarily Removed,B2312625,,"{'type': 'MultiPoint', 'coordinates': [[-79.4133465135322, 43.7703875812594]]}"
1378,3101,BE-01899,474,College St,College St,North,Markham St,West,12785,11,Little Italy,Mini,Existing,B1912785,,"{'type': 'MultiPoint', 'coordinates': [[-79.4092084372814, 43.6562642813273]]}"
1379,3103,BE-01845,None,Orfus Rd,Orfus Rd,North,Dufferin St,West,12639,08,None,Mini,Existing,B1512639,,"{'type': 'MultiPoint', 'coordinates': [[-79.4588469554471, 43.7198645219264]]}"
1380,3104,BE-01415,459,Midland Ave,Midland Ave,East,Aylesworth Ave,North,09383,20,None,Standard,Existing,B3609383,,"{'type': 'MultiPoint', 'coordinates': [[-79.2492865833639, 43.7141060643429]]}"
1381,3105,BE-00121,3655,St Clair Ave E,Midland Ave,East,St Clair Ave E,South,06286,20,None,Standard,Existing,B3506286,,"{'type': 'MultiPoint', 'coordinates': [[-79.2510357790288, 43.7184517411119]]}"
1382,3106,BE-01418,796,Midland Ave,Midland Ave,West,Town Haven Pl,South,09386,20,None,Mini,Temporarily Removed,B3509386,,"{'type': 'MultiPoint', 'coordinates': [[-79.2576652972673, 43.733155973592]]}"
1383,3107,BE-01432,3196-3202,Eglinton Ave E,Eglinton Ave E,North,Markham Rd,East,09421,24,None,Standard,Existing,B3609421,,"{'type': 'MultiPoint', 'coordinates': [[-79.2185042465861, 43.7434587462611]]}"
1384,3108,BE-02149,29,Hobart Dr,Van Horne Ave,North,Hobart Dr,East,14093,17,None,Standard,Existing,B3314093,,"{'type': 'MultiPoint', 'coordinates': [[-79.3494575326419, 43.7880870583272]]}"
1385,3109,BE-02155,441,Bloor St E,Bloor St E,South,Redrocket Lane,West,14101,13,None,Standard,Existing,B2714101,,"{'type': 'MultiPoint', 'coordinates': [[-79.3760755538504, 43.6723680545439]]}"
1386,3111,BE-02167,3000,Dufferin St,Playfair Ave,North,Dufferin St,West,14122,08,MarkeTO District,Standard,Existing,B1514122,,"{'type': 'MultiPoint', 'coordinates': [[-79.4547195190148, 43.7107393937468]]}"
1387,3112,BE-02219,437,Queen St W,Queen St W,South,Spadina Ave,East,14277,10,Queen Street West,Standard,Temporarily Removed,B2014277,,"{'type': 'MultiPoint', 'coordinates': [[-79.3959230922132, 43.6487654307814]]}"
1388,3113,BE-02249,1,Wickson Trl,Neilson Rd,East,Wickson Trl,South,14424,25,None,Standard,Existing,B4214424,,"{'type': 'MultiPoint', 'coordinates': [[-79.2177269891022, 43.8017711171027]]}"
1389,3114,BE-02254,73,Coxwell Ave,Coxwell Ave,East,Dundas St E,South,14451,19,None,Standard,Existing,B3214451,,"{'type': 'MultiPoint', 'coordinates': [[-79.317365844501, 43.668574510315]]}"
1390,3115,BE-02283,123,Guildwood Pkwy,Guildwood Pkwy,South,Livingston Rd,West,14478,24,None,Standard,Existing,B4314478,,"{'type': 'MultiPoint', 'coordinates': [[-79.1997001660252, 43.7473122361834]]}"
1391,3116,BE-02297,3500,Lake Shore Blvd W,Lake Shore Blvd W,North,Thirty Second St,West,14509,03,None,Standard,Existing,B0614509,,"{'type': 'MultiPoint', 'coordinates': [[-79.5313084861633, 43.5951189588265]]}"
1392,3117,BE-02287,1513,Albion Rd,Albion Rd,North,Kipling Ave,East,14493,01,None,Standard,Existing,B0114493,,"{'type': 'MultiPoint', 'coordinates': [[-79.5826857235508, 43.7399223297878]]}"
1393,3124,BE-00106,5385,Steeles Ave W,Steeles Ave W,South,Barmac Dr,West,03399,07,Emery Village,Standard,Existing,B0703399,,"{'type': 'MultiPoint', 'coordinates': [[-79.5553277829698, 43.7683314846473]]}"
1394,3125,BE-00123,293,The Kingsway,The Kingsway,East,Larkin Ave,South,01010,04,None,Standard,Existing,B1301010,,"{'type': 'MultiPoint', 'coordinates': [[-79.4847477040307, 43.6477927013718]]}"
1395,3126,BE-00133,4640,Jane St,Jane St,East,Shoreham Dr,South,01792,07,None,Standard,Existing,B0801792,,"{'type': 'MultiPoint', 'coordinates': [[-79.5201393126798, 43.7685679780909]]}"
1396,3137,BE-02052,741,Danforth Ave,Danforth Ave,South,Eaton Ave,East,13529,14,Greektown on the Danforth,Standard,Existing,B3013529,,"{'type': 'MultiPoint', 'coordinates': [[-79.3426853978767, 43.6792776727432]]}"
1397,3138,BE-02057,251,Cosburn Ave,Cosburn Ave,South,Donlands Ave,West,13535,14,None,Standard,Existing,B2913535,,"{'type': 'MultiPoint', 'coordinates': [[-79.3418376629053, 43.6907685499324]]}"
1398,3139,BE-02063,70,Humber Blvd,Humber Blvd,West,Louvain St,North,12543,05,None,Standard,Existing,B1112543,,"{'type': 'MultiPoint', 'coordinates': [[-79.4820350350549, 43.6808446039192]]}"
1399,3140,BE-01618,None,None,Finch Ave W,North,Islington Ave,West,1164,01,None,Standard,Existing,B0101164,,"{'type': 'MultiPoint', 'coordinates': [[-79.5690413754077, 43.746291949974]]}"
1400,3141,BE-00073,1440,Royal York Rd,Royal York Rd,West,Summitcrest Dr,North,03297,02,None,Standard,Existing,B0403297,,"{'type': 'MultiPoint', 'coordinates': [[-79.5283514831333, 43.6860315203096]]}"
1401,3142,BE-00132,35,Fountainhead Rd,Finch Ave W,North,Sentinel Rd,West,01789,07,None,Mini,Temporarily Removed,B0801789,,"{'type': 'MultiPoint', 'coordinates': [[-79.5030821857805, 43.7604572165584]]}"
1402,3143,BE-00265,4949,Bathurst St,Finch Ave W,North,Bathurst St,East,01880,18,None,Standard,Temporarily Removed,B2301880,,"{'type': 'MultiPoint', 'coordinates': [[-79.4425342873296, 43.7740241289007]]}"
1403,3145,BE-01429,785,Markham Rd,Painted Post Dr,South,Markham Rd,East,09418,24,None,Mini,Existing,B3809418,,"{'type': 'MultiPoint', 'coordinates': [[-79.2278831547434, 43.7673990185329]]}"
1404,3147,BE-00942,4200,Bathurst St,Bathurst St,West,Danby Ave,North,01808,06,None,Standard,Existing,B1001808,,"{'type': 'MultiPoint', 'coordinates': [[-79.4370822451612, 43.7492666662902]]}"
1405,3148,BE-02334,55,St Phillips Rd,St Phillips Rd,East,Riverview Hts,North,T7365,01,None,Mini,Existing,B0207365,,"{'type': 'MultiPoint', 'coordinates': [[-79.5316981312295, 43.7032564303805]]}"
1406,3149,BE-00593,1960,Queen St E,Queen St E,North,Kenilworth Ave,East,06857,19,The Beach,Mini,Existing,B3206857,,"{'type': 'MultiPoint', 'coordinates': [[-79.302092362653, 43.6696483660932]]}"
1407,3151,BE-01550,1995,Markham Rd,Markham Rd,East,Finch Ave E,South,10631,23,None,Mini,Existing,B4210631,,"{'type': 'MultiPoint', 'coordinates': [[-79.2436801487823, 43.8066070635215]]}"
1408,3152,BE-01422,929,Kennedy Rd,Kennedy Rd,East,Ranstone Gdns,South,09390,21,None,Standard,Existing,B3709390,,"{'type': 'MultiPoint', 'coordinates': [[-79.2718665802761, 43.7420126517899]]}"
1409,3153,BE-00750,801,York Mills Rd,York Mills Rd,South,Scarsdale Rd,West,02135,16,None,Standard,Existing,B2502135,,"{'type': 'MultiPoint', 'coordinates': [[-79.3578328069227, 43.7532890891095]]}"
1410,3154,BE-02344,1196,College St,College St,North,Sheridan Ave,West,14688,09,College West,Mini,Existing,B1814688,,"{'type': 'MultiPoint', 'coordinates': [[-79.4351404053618, 43.652098835191]]}"
1411,3155,BE-02349,2,Fernwood Gdns,Broadview Ave,West,Fernwood Gdns,North,14707,14,None,Standard,Existing,B2914707,,"{'type': 'MultiPoint', 'coordinates': [[-79.3559762603286, 43.6920156451195]]}"
1412,3156,BE-02323,50,Falstaff Ave,Falstaff Ave,North,Springview Ave,West,14538,05,None,Standard,Existing,B1214538,,"{'type': 'MultiPoint', 'coordinates': [[-79.5034434856799, 43.716246353062]]}"
1413,3157,BE-02353,1,Superior Ave,Superior Ave,East,Lakeshore W Parkside Ramp,South,14735,03,Mimico By The Lake,Standard,Existing,B0614735,,"{'type': 'MultiPoint', 'coordinates': [[-79.4873058245932, 43.6146833214913]]}"
1414,3158,BE-01777,None,None,Claireville Dr,West,Huddersfield Rd,South,T14924,01,None,Standard,Existing,B0114924,,"{'type': 'MultiPoint', 'coordinates': [[-79.6250857895134, 43.739853962981]]}"
1415,3159,BE-00780,807,Broadview Ave,Broadview Ave,East,Pretoria Ave,South,06402,14,Broadview Danforth,Mini,Existing,B2906402,,"{'type': 'MultiPoint', 'coordinates': [[-79.3584587876877, 43.6779345476522]]}"
1416,3160,BE-00915,8885,Sheppard Ave E,Dean Park Rd,West,Sheppard Ave E,South,07873,25,None,Mini,Existing,B4407873,,"{'type': 'MultiPoint', 'coordinates': [[-79.180453476105, 43.8060168636606]]}"
1417,3161,BE-02089,4980,Dundas St W,Dundas St W,North,Cabot Crt,East,13741,03,Village of Islington,Standard,Existing,B0513741,,"{'type': 'MultiPoint', 'coordinates': [[-79.5302506506408, 43.6472317126911]]}"
1418,3175,BE-00068,171,Allanhurst Dr,Royal York Rd,West,Allanhurst Dr,South,01802,02,None,Standard,Existing,B0401802,,"{'type': 'MultiPoint', 'coordinates': [[-79.5253703654703, 43.6791344266824]]}"
1419,3176,BE-00080,1,Saybrook Ave,Islington Ave,East,Saybrook Ave,South,04154,03,None,Standard,Existing,B0504154,,"{'type': 'MultiPoint', 'coordinates': [[-79.5198205943479, 43.6363125837454]]}"
1420,3177,BE-00091,763,Royal York Rd,Royal York Rd,East,Norseman St,North,01767,03,None,Standard,Existing,B0501767,,"{'type': 'MultiPoint', 'coordinates': [[-79.5070991197394, 43.6373261700506]]}"
1421,3178,BE-00536,4738,Steeles Ave W,Steeles Ave W,North,Islington Ave,West,06412,07,None,Standard,Existing,B0706412,,"{'type': 'MultiPoint', 'coordinates': [[-79.5763439148522, 43.7644228683259]]}"
1422,3201,BE-00107,10,Eddystone Ave,Jane St,West,Eddystone Ave,North,03487,07,None,Standard,Existing,B0703487,,"{'type': 'MultiPoint', 'coordinates': [[-79.5158989015045, 43.7493697932354]]}"
1423,3202,BE-00117,2889,Islington Ave,Islington Ave,East,Duncanwoods Dr,South,00793,07,None,Standard,Existing,B0700793,,"{'type': 'MultiPoint', 'coordinates': [[-79.568304644317, 43.7532288823658]]}"
1424,3203,BE-00186,1379,Lawrence Ave W,Lawrence Ave W,South,Duval Dr,West,00931,05,Lawrence Ingram Keele,Standard,Existing,B1200931,,"{'type': 'MultiPoint', 'coordinates': [[-79.47595854412, 43.7092624432937]]}"
1425,3205,BE-01372,1119,Gerrard St E,Gerrard St E,South,Leslie St,West,09264,14,None,Mini,Existing,B3009264,,"{'type': 'MultiPoint', 'coordinates': [[-79.333317629066, 43.6696587717725]]}"
1426,3206,BE-01382,1174,Woodbine Ave,Woodbine Ave,West,Sammon Ave,North,09274,19,None,Mini,Existing,B3109274,,"{'type': 'MultiPoint', 'coordinates': [[-79.3153127581607, 43.6912562741634]]}"
1427,3207,BE-01393,135,Sherbourne St,Sherbourne St,East,Queen St E,North,09366,13,None,Mini,Existing,B2809366,,"{'type': 'MultiPoint', 'coordinates': [[-79.3695146864961, 43.6549673219408]]}"
1428,3208,BE-01025,None,None,Steeles Ave E,North,Warden Ave,East,06060,22,None,Standard,Existing,B3906060,,"{'type': 'MultiPoint', 'coordinates': [[-79.3241073827986, 43.8198906324344]]}"
1429,3215,BE-00491,72,Howard Park Ave,Howard Park Ave,North,Roncesvalles Ave,West,06864,04,Roncesvalles Village,Standard,Existing,B1406864,,"{'type': 'MultiPoint', 'coordinates': [[-79.4516181758508, 43.6514748762604]]}"
1430,3216,BE-00505,2240,Kipling Ave,Kipling Ave,West,Hinton Rd,North,01746,01,None,Standard,Existing,B0201746,,"{'type': 'MultiPoint', 'coordinates': [[-79.5737141355161, 43.7259407447036]]}"
1431,3217,BE-00978,None,None,Strachan Ave,West,Manitoba Dr,South,00412,10,None,Standard,Existing,B1900412,,"{'type': 'MultiPoint', 'coordinates': [[-79.4096123818424, 43.6358691857499]]}"
1432,3220,BE-00640,425,Old Weston Rd,Old Weston Rd,East,Townsley St,North,01110,09,None,Standard,Existing,B1701110,,"{'type': 'MultiPoint', 'coordinates': [[-79.4633490717097, 43.675013371003]]}"
1433,3221,BE-00653,944,College St,College St,North,Dovercourt Rd,West,00354,09,College Promenade,Standard,Existing,B1800354,,"{'type': 'MultiPoint', 'coordinates': [[-79.4267391025881, 43.6536048175902]]}"
1434,3222,BE-00665,1585,Yonge St,Yonge St,East,Heath St W,North,06869,12,None,Standard,Existing,B2206869,,"{'type': 'MultiPoint', 'coordinates': [[-79.394772558845, 43.6901133751413]]}"
1435,3224,BE-00742,100,Wynford Dr,Wynford Dr,North,Garamond Crt,East,05890,16,None,Mini,Existing,B2605890,,"{'type': 'MultiPoint', 'coordinates': [[-79.3318974009575, 43.7265401175517]]}"
1436,3225,BE-00754,1633,Bayview Ave,Bayview Ave,East,Fleming Cres,South,05915,15,Bayview Leaside,Mini,Existing,B2605915,,"{'type': 'MultiPoint', 'coordinates': [[-79.3754470824131, 43.7067511790782]]}"
1437,3226,BE-00766,2331,Kingston Rd,Kingston Rd,South,Ridgemoor Ave,East,07059,20,None,Mini,Existing,B367059A,,"{'type': 'MultiPoint', 'coordinates': [[-79.2506648295536, 43.7069363332398]]}"
1438,3227,BE-00838,101,Apache Trl,Victoria Park Ave,West,Finch Ave E,North,02189,17,None,Standard,Existing,B3302189,,"{'type': 'MultiPoint', 'coordinates': [[-79.3317603708153, 43.7934296034333]]}"
1439,3228,BE-00850,1704,Victoria Park Ave,Victoria Park Ave,West,Ruscica Dr,North,02200,16,None,Standard,Existing,B3402200,,"{'type': 'MultiPoint', 'coordinates': [[-79.3070004558378, 43.7348466968092]]}"
1440,3229,BE-00862,2257,Kingston Rd,Kingston Rd,South,Ridgemoor Ave,West,07058,20,None,Standard,Existing,B3607058,,"{'type': 'MultiPoint', 'coordinates': [[-79.2512534029024, 43.7060263991603]]}"
1441,3230,BE-01421,1,Millbridge Gt,Midland Ave,East,Millbridge Gt,South,09389,21,None,Standard,Existing,B3709389,,"{'type': 'MultiPoint', 'coordinates': [[-79.2691106761438, 43.7624938872292]]}"
1442,3232,BE-01448,1923,Davenport Rd,Davenport Rd,South,Laughton Ave,West,09845,09,None,Mini,Existing,B1709845,,"{'type': 'MultiPoint', 'coordinates': [[-79.455927487993, 43.6702286520699]]}"
1443,3233,BE-01459,164,Milady Rd,Islington Ave,East,Milady Rd,South,09859,07,None,Standard,Existing,B0709859,,"{'type': 'MultiPoint', 'coordinates': [[-79.5680975513617, 43.752099139394]]}"
1444,3234,BE-01469,49,Candlebrook Cres,Mcnicoll Ave,South,Stonebridge Blvd,West,09895,22,None,Standard,Existing,B3909895,,"{'type': 'MultiPoint', 'coordinates': [[-79.3241805486452, 43.8055507100793]]}"
1445,3235,BE-01682,855,Kingston Rd,Kingston Rd,South,Beech Ave,West,11048,19,None,Mini,Existing,B3211048,,"{'type': 'MultiPoint', 'coordinates': [[-79.2909084693843, 43.6801518901765]]}"
1446,3236,BE-01692,1241,Ellesmere Rd,Ellesmere Rd,South,Birkdale Rd,West,T7680,21,None,Standard,Existing,B3707680,,"{'type': 'MultiPoint', 'coordinates': [[-79.266752379281, 43.7687654657479]]}"
1447,3239,BE-01597,2434,Keele St,Keele St,West,Wyndale Dr,North,10656,05,None,Mini,Existing,B1210656,,"{'type': 'MultiPoint', 'coordinates': [[-79.4787483410278, 43.7111848744678]]}"
1448,3240,BE-01098,75,Milner Ave,Milner Ave,South,Mccowan Rd,East,07686,23,None,Mini,Existing,B4207686,,"{'type': 'MultiPoint', 'coordinates': [[-79.251427338267, 43.7839817201276]]}"
1449,3241,BE-01119,1467,Bathurst St,St Clair Ave W,North,Wells Hill Ave,West,07831,12,Wychwood Heights,Standard,Existing,B2107831,,"{'type': 'MultiPoint', 'coordinates': [[-79.4164902355866, 43.6836333536616]]}"
1450,3242,BE-01213,5,Thoroughbred Cres,Humberwood Blvd,West,Hullrick Dr,North,08539,01,None,Standard,Existing,B0208539,,"{'type': 'MultiPoint', 'coordinates': [[-79.613058315558, 43.7221152418636]]}"
1451,3243,BE-01226,148,Wilson Ave,Wilson Ave,North,Belgrave Ave,West,01856,08,None,Standard,Existing,B1601856,,"{'type': 'MultiPoint', 'coordinates': [[-79.4185361165534, 43.7406789314683]]}"
1452,3244,BE-01238,651,St Clair Ave W,St Clair Ave W,South,Christie St,East,08679,12,Wychwood Heights,Mini,Existing,B2108679,,"{'type': 'MultiPoint', 'coordinates': [[-79.424474109554, 43.6818479169185]]}"
1453,3245,BE-01250,145,Hilton Ave,St Clair Ave W,South,Hilton Ave,East,08723,12,Wychwood Heights,Standard,Existing,B2108723,,"{'type': 'MultiPoint', 'coordinates': [[-79.4168912392007, 43.6832815957349]]}"
1454,3246,BE-01716,28,Rosebank Dr,Progress Ave,West,Rosebank Dr,North,12412,23,None,Standard,Existing,B4212412,,"{'type': 'MultiPoint', 'coordinates': [[-79.2342344515796, 43.792435276279]]}"
